code_etudiant,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,result
271,1468.489,51.768,72.924,54.56699999999999,90.10900000000001,31.058,10.4,113.009,119.239,-16.016000000000002,28.792,51.134,36.742000000000004,67.691,69.12,112.582,4.808999999999998,10.4,133.682,43.56699999999999,78.806,10.4,24.659,54.065,62.04,10.4,47.403,44.378,41.319,159.978,Pass
272,1538.7939999999999,91.49999999999999,122.668,158.899,135.983,162.264,10.4,142.11599999999999,197.115,110.20200000000001,131.023,102.21600000000001,186.377,167.06099999999998,95.515,62.839,51.294,10.4,209.25100000000003,162.637,183.10100000000003,144.713,84.93,61.623999999999995,80.31,10.4,72.727,10.4,62.387,241.495,Pass
273,54.417,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Fail
274,4450.101,243.436,200.32999999999998,369.11,164.611,272.987,10.4,236.138,222.57999999999998,211.573,70.112,155.20200000000003,224.214,242.692,210.948,158.95499999999998,65.66799999999999,10.4,421.908,150.83200000000002,165.63,42.08,53.56,77.959,54.592999999999996,10.4,57.934999999999995,59.661,110.38199999999999,330.453,Pass
275,1330.616,10.4,80.982,54.992,78.088,10.4,10.4,10.4,87.808,64.283,60.141999999999996,39.259,55.592,39.56699999999999,74.974,64.30900000000001,10.4,10.4,48.367999999999995,10.4,88.443,10.4,10.4,43.734,10.4,10.4,10.4,10.4,57.012,154.633,Pass
276,1516.256,63.55500000000001,118.90199999999999,130.863,132.829,122.10299999999998,10.4,138.40500000000003,208.77099999999996,145.68099999999998,103.516,107.10300000000001,111.411,74.00299999999999,93.803,77.485,96.238,10.4,114.274,10.4,95.617,10.4,102.088,43.38699999999999,48.394000000000005,10.4,51.43599999999999,10.4,87.994,309.113,Pass
277,2647.4369999999994,150.232,193.329,235.57899999999998,157.42499999999998,339.382,10.4,244.316,195.11900000000003,165.528,147.306,210.904,212.561,193.118,126.928,118.095,82.715,10.4,204.69,184.615,190.344,166.66299999999998,114.75999999999999,149.215,165.27700000000002,10.4,73.405,105.529,222.97100000000003,332.859,Pass
278,3186.623,221.593,178.04,171.586,135.239,123.23700000000001,10.4,113.92099999999999,172.804,116.66499999999999,179.316,106.862,86.289,134.107,126.958,128.95,91.404,10.4,234.45,50.642,128.8,78.558,73.899,31.767,10.4,10.4,10.4,10.4,127.392,248.41199999999998,Pass
279,1697.8509999999999,109.061,133.022,209.90699999999998,90.249,182.77700000000002,7.8,88.724,191.696,111.478,37.209,49.809,164.55499999999998,151.18900000000002,42.215999999999994,7.8,7.8,7.8,301.85699999999997,165.16199999999998,108.593,152.788,123.814,25.342,7.8,7.8,58.708999999999996,7.8,69.058,258.682,Pass
280,54.417,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
281,1535.513,99.281,71.712,127.58399999999999,94.171,91.308,10.4,10.4,63.562,55.363,68.904,57.411,50.317,10.4,41.126000000000005,10.4,10.4,10.4,204.42100000000005,115.68100000000001,120.777,140.786,10.4,10.4,10.4,10.4,10.4,10.4,10.4,157.35899999999998,Fail
282,55.05799999999999,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
283,2544.103,232.19400000000002,311.11299999999994,284.817,155.385,172.90499999999997,10.4,156.882,120.651,61.209,-16.683000000000003,54.134,154.11700000000002,143.035,144.373,90.822,10.4,10.4,274.022,148.018,201.473,165.881,90.39399999999999,129.018,146.491,10.4,50.162,10.4,152.40800000000002,291.513,Pass
284,557.485,106.87700000000001,97.453,230.485,73.629,71.31400000000001,10.4,61.141999999999996,29.432,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,105.49400000000001,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Fail
285,1038.1419999999998,202.47999999999996,277.62399999999997,134.291,81.72,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,116.969,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,194.05300000000003,Dropout
286,281.565,70.433,75.48500000000001,85.854,80.029,63.217,7.8,66.167,93.45,72.63399999999999,74.60900000000001,80.584,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,Dropout
287,1324.561,165.025,260.822,172.742,122.07399999999998,178.315,10.4,143.57,198.755,181.817,112.70499999999998,122.978,115.679,110.159,108.172,137.39700000000002,48.15899999999999,10.4,159.03199999999998,46.911,84.714,47.861000000000004,37.292,69.35300000000001,45.836,10.4,64.342,44.646,104.50699999999999,213.32100000000003,Pass
288,1522.365,170.694,111.15599999999999,132.602,132.848,97.197,10.4,59.698,100.81,107.565,81.664,103.685,101.846,129.794,39.077,10.4,10.4,10.4,33.111,10.4,37.882999999999996,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,219.054,Fail
289,2012.6529999999998,10.4,10.4,107.03200000000001,102.199,163.64,10.4,150.31099999999998,35.291,-13.440999999999999,10.4,68.959,119.83699999999999,143.277,126.329,31.242,66.584,10.4,258.422,99.17999999999999,104.386,91.609,70.77,93.077,96.68700000000001,10.4,101.55600000000001,35.592,95.022,297.93399999999997,Pass
290,54.417,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
291,54.417,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Fail
292,1930.703,86.86500000000001,115.76100000000002,326.56899999999996,124.662,185.21499999999997,7.8,173.38099999999997,219.876,133.689,182.155,55.792,239.76800000000003,174.54700000000003,205.674,71.702,49.734,7.8,467.15400000000005,232.65600000000003,147.03300000000002,126.32199999999999,80.36099999999999,103.816,111.289,7.8,43.159000000000006,65.134,127.69200000000001,262.83,Pass
293,373.89399999999995,71.419,80.09299999999999,104.11099999999999,74.59,69.042,10.4,75.509,10.4,10.4,94.78399999999999,10.4,10.4,10.4,10.4,10.4,10.4,10.4,104.71700000000001,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,149.942,Dropout
294,798.221,10.4,10.4,10.4,35.12,10.4,10.4,10.4,25.448,10.4,10.4,10.4,10.4,10.4,33.233000000000004,10.4,10.4,10.4,108.65700000000001,31.366999999999997,53.246,34.31699999999999,36.292,21.416999999999998,28.391999999999996,10.4,10.4,35.834,39.233999999999995,86.559,Fail
295,1365.333,228.034,154.65,141.169,149.425,105.586,10.4,128.087,112.04400000000001,139.521,101.009,150.44,132.178,44.705,74.551,131.02999999999997,41.391999999999996,10.4,225.655,73.493,108.70400000000001,40.037,39.65899999999999,101.82000000000001,45.742000000000004,10.4,55.011,10.4,64.681,299.15200000000004,Pass
296,7339.522,449.59599999999995,280.371,411.84899999999993,167.338,649.724,7.8,527.776,404.32,366.77599999999995,387.99999999999994,554.86,538.8779999999999,362.583,345.676,323.58299999999997,228.958,7.8,834.923,335.809,235.83800000000002,298.091,157.369,250.568,212.11499999999998,7.8,182.294,157.72799999999998,258.589,375.161,Pass
297,161.323,10.4,10.4,58.141999999999996,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
298,440.5279999999999,61.184,116.509,7.8,25.610999999999997,7.8,7.8,7.8,21.626999999999995,54.516999999999996,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,Fail
299,472.751,67.446,54.516999999999996,7.8,22.125,7.8,7.8,7.8,25.113,7.8,96.11599999999999,7.8,7.8,7.8,7.8,7.8,50.958999999999996,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,Fail
300,817.0939999999998,83.518,57.20100000000001,54.142,36.614,10.4,10.4,10.4,37.897999999999996,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,29.609,31.583999999999996,65.909,10.4,10.4,10.4,10.4,10.4,10.4,10.4,56.587,57.726000000000006,Fail
301,2079.373,131.202,62.559,86.501,103.65699999999998,60.48400000000001,10.4,96.445,80.616,62.449,10.4,47.492000000000004,46.129,80.044,40.144999999999996,10.4,10.4,10.4,243.70800000000003,35.434,68.269,39.650999999999996,10.4,21.842,10.4,10.4,53.767,10.4,116.621,278.272,Pass
302,3427.274,255.68599999999998,208.852,211.53999999999996,97.889,273.35900000000004,7.8,271.67900000000003,241.39299999999997,284.012,279.263,562.716,215.562,196.36100000000002,185.77499999999998,203.31099999999998,99.78,7.8,372.973,190.13,204.297,243.48700000000002,117.07999999999998,163.91,159.89400000000003,7.8,100.375,81.486,251.67699999999996,329.106,Pass
303,51.81700000000001,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,Dropout
304,1738.3179999999998,96.179,10.4,221.32,84.83399999999999,127.596,10.4,90.96900000000001,33.914,67.01,63.484,83.174,123.95,104.876,125.91299999999998,10.4,53.259,10.4,258.06100000000004,91.83,162.019,116.901,73.135,69.125,61.234,10.4,49.858999999999995,10.4,86.91900000000001,140.98000000000002,Pass
305,54.417,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
306,677.749,85.00699999999999,66.262,156.899,100.419,176.666,10.4,149.12,93.161,60.369,10.4,56.605000000000004,10.4,10.4,38.579,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,104.71700000000001,Fail
307,54.417,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
308,998.169,67.042,141.767,91.83500000000001,76.041,10.4,10.4,10.4,10.4,64.75899999999999,-4.741000000000001,50.709,10.4,67.29199999999999,35.342,10.4,10.4,10.4,163.44299999999998,10.4,39.26,10.4,10.4,35.417,40.909,10.4,10.4,10.4,79.809,259.339,Pass
309,531.316,109.06200000000001,82.56,223.322,113.59800000000001,96.226,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,119.76799999999999,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,151.342,Dropout
310,1362.787,93.625,114.092,174.87600000000003,87.853,182.437,10.4,169.36899999999997,220.40999999999997,153.88,113.30199999999999,108.58499999999998,172.355,123.368,133.998,93.482,24.288,10.4,223.393,77.786,114.31099999999999,123.04000000000002,66.441,112.232,58.711999999999996,10.4,68.02399999999999,52.958999999999996,138.612,269.56800000000004,Pass
311,215.25900000000001,7.8,7.8,7.8,7.8,7.8,7.8,54.516999999999996,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,Fail
312,2148.6360000000004,145.08100000000002,154.13600000000002,222.10000000000002,126.544,199.89299999999997,7.8,161.432,224.175,217.80199999999996,175.928,79.22500000000001,208.459,152.88400000000001,92.676,91.40100000000001,53.646,7.8,252.162,143.661,144.79500000000002,107.435,40.536,53.733,49.44,7.8,52.658,58.364999999999995,91.608,285.12800000000004,Pass
313,1473.8970000000002,135.707,14.437000000000001,10.4,119.066,43.126,10.4,60.891999999999996,103.00800000000001,100.81099999999999,94.301,122.056,75.205,84.606,93.22299999999998,86.571,77.54599999999999,10.4,237.428,134.582,191.23999999999995,66.97900000000001,63.72,51.57899999999999,70.523,10.4,60.024,80.331,88.078,244.483,Pass
314,2366.4449999999997,165.731,141.55599999999998,116.595,92.94200000000001,115.425,10.4,129.964,108.39999999999999,-18.108000000000004,-15.133000000000001,70.917,101.57000000000001,129.30399999999997,101.667,111.396,10.4,10.4,386.03499999999997,130.617,163.069,89.045,79.333,111.393,79.87800000000001,10.4,101.621,10.4,128.607,387.362,Pass
315,2065.861,82.46799999999999,95.902,36.292,28.967,45.516999999999996,10.4,-23.313000000000002,74.359,67.509,10.4,97.086,49.464,63.34700000000001,32.813,59.896,10.4,10.4,183.28799999999998,32.419,80.676,10.4,33.317,10.4,10.4,10.4,103.204,10.4,42.867000000000004,254.62099999999998,Fail
316,1072.8120000000001,83.565,101.408,134.517,110.717,154.707,10.4,96.86999999999999,106.03299999999999,49.358999999999995,45.334,73.717,118.32300000000001,133.73699999999997,93.606,10.4,10.4,10.4,124.399,58.833,45.749,10.4,10.4,76.781,10.4,10.4,60.774,10.4,45.71699999999999,128.154,Pass
317,3273.941,82.199,42.892,104.87499999999999,40.778,42.881,7.8,45.71,78.277,59.403000000000006,188.768,96.153,125.33899999999998,53.412,72.17,43.009,7.8,7.8,259.577,160.917,171.46799999999996,109.255,99.72,70.89099999999999,62.077,7.8,46.108999999999995,75.509,86.49699999999999,178.75099999999998,Pass
318,1740.603,105.43299999999999,6.541999999999999,150.042,131.723,171.223,10.4,176.09199999999998,148.40999999999997,14.886999999999999,43.021,91.2,139.798,144.976,133.747,83.468,79.345,10.4,408.0570000000001,129.28400000000002,173.75199999999998,142.952,101.505,131.573,54.711,10.4,78.061,71.37299999999999,85.56599999999999,247.502,Pass
319,85.13,66.584,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
320,1148.6190000000001,136.512,137.26999999999998,133.30100000000002,134.083,103.28699999999999,10.4,103.849,59.489999999999995,92.951,38.934,99.20700000000001,80.076,66.787,24.794,11.985,84.263,10.4,216.213,15.850999999999999,81.09,18.017,61.015,28.750999999999998,44.367,10.4,44.71,48.684999999999995,70.82400000000001,251.732,Pass
321,87.024,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,Dropout
322,354.464,145.351,104.18100000000001,63.489999999999995,83.596,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,98.76700000000001,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
323,483.555,40.151,37.092,40.06699999999999,66.268,7.8,7.8,7.8,7.8,7.8,55.792,7.8,7.8,7.8,7.8,7.8,7.8,7.8,132.385,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,Dropout
324,886.5319999999999,115.478,106.999,166.554,125.06199999999998,163.509,10.4,81.94600000000001,33.182,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,142.967,Dropout
325,1191.2269999999999,49.467,-29.541000000000007,95.58699999999999,-13.874000000000006,101.44999999999999,10.4,106.49900000000001,107.857,-20.233000000000004,10.4,10.4,49.983999999999995,37.44199999999999,43.559,10.4,10.4,10.4,118.915,49.467,54.32000000000001,17.467,10.4,21.416999999999998,25.817,10.4,33.342,10.4,39.809000000000005,227.83499999999998,Fail
326,51.81700000000001,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,Dropout
327,1409.9049999999997,130.691,119.571,285.102,81.919,220.257,7.8,172.106,195.71499999999997,148.90299999999996,94.148,174.14,196.706,191.40200000000002,66.128,105.124,68.03,7.8,277.96500000000003,143.64299999999997,182.339,153.57200000000003,37.766999999999996,155.599,133.259,7.8,54.017,7.8,99.23500000000001,142.112,Pass
328,1075.385,108.81200000000001,89.18299999999999,176.205,100.37,190.141,10.4,138.421,102.96799999999999,106.862,10.4,86.27000000000001,93.58500000000001,64.414,87.403,10.4,10.4,10.4,10.4,10.4,38.513,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,149.112,Fail
329,58.45,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
330,323.905,19.717,39.16,102.64,51.449,10.4,10.4,39.56699999999999,151.24,10.4,52.009,57.475,36.292,10.4,41.201,10.4,50.709,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
331,1954.877,240.399,133.456,181.03600000000003,124.73599999999999,168.548,10.4,138.214,294.19,276.315,193.28699999999998,248.49599999999998,197.893,128.74099999999999,148.019,120.64099999999999,77.672,10.4,349.669,144.651,90.078,78.215,74.501,56.196,46.255,10.4,161.013,157.8,87.92,349.634,Pass
332,117.895,70.101,10.4,10.4,57.117,57.509,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
333,983.0709999999999,114.589,83.40599999999999,87.084,78.97200000000001,77.836,10.4,153.464,164.192,202.41199999999998,57.542,10.4,63.95099999999999,55.292,36.836,69.876,3.5919999999999987,10.4,142.66400000000002,10.4,40.754000000000005,10.4,22.442,10.4,10.4,10.4,34.166999999999994,10.4,10.4,243.276,Fail
334,79.898,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
335,4515.2,133.696,186.639,182.905,117.162,230.62699999999998,10.4,272.916,143.235,106.79499999999999,46.217,105.001,133.52800000000002,92.43799999999999,176.095,150.195,8.011999999999999,10.4,297.744,122.78200000000001,138.861,99.22200000000001,26.516999999999996,59.183,43.087,10.4,52.611999999999995,71.92500000000001,111.32199999999999,327.043,Pass
336,155.371,138.89000000000001,71.259,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,156.85900000000004,Dropout
337,2088.3120000000004,67.574,119.37,109.299,-10.899000000000001,30.342,10.4,76.32,97.90299999999999,59.75900000000001,10.4,10.4,60.684,10.4,31.607,10.4,33.317,10.4,288.64300000000003,42.242,88.618,50.891999999999996,64.41999999999999,55.84199999999999,54.56699999999999,10.4,54.919,10.4,10.4,261.281,Fail
338,161.71300000000002,63.729,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
339,74.135,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
340,2212.143,179.21699999999998,202.62,60.63099999999999,80.586,-31.283,10.4,30.628999999999998,55.954,10.4,10.4,101.174,73.70599999999999,61.012,74.941,70.896,73.871,10.4,169.06,37.792,76.482,33.742,40.234,33.817,28.792,10.4,35.742,10.4,61.142,219.771,Pass
341,1993.9750000000001,135.627,67.595,148.981,110.685,203.188,10.4,141.01100000000002,175.21,142.84799999999998,135.219,155.97400000000002,205.45799999999997,165.51300000000003,161.708,57.812000000000005,10.4,10.4,229.51300000000003,109.144,160.797,121.79,75.363,32.562,41.759,10.4,43.755,10.4,44.391,249.48399999999998,Pass
342,51.81700000000001,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,Dropout
343,54.417,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
344,4898.623,481.144,607.6510000000001,229.317,158.399,433.967,10.4,392.732,295.86,223.514,149.631,374.80000000000007,267.264,255.51399999999998,133.661,206.443,13.385,10.4,303.564,116.16300000000001,157.799,18.442,10.4,132.45499999999998,107.008,10.4,115.64699999999999,57.484,51.529,203.143,Pass
345,2006.5989999999997,199.1,228.11699999999996,288.815,104.97,198.77099999999996,10.4,38.732,59.562,10.4,41.092999999999996,12.084,31.492,64.717,35.663,10.4,10.4,10.4,141.73,10.4,69.467,37.892,39.384,10.4,10.4,10.4,45.217,10.4,78.09299999999999,281.268,Pass
346,2439.763,97.017,18.391999999999996,7.8,69.18799999999999,131.025,7.8,135.311,164.878,170.763,93.61800000000001,109.603,212.623,177.676,134.52800000000002,166.089,110.44600000000001,7.8,335.126,220.166,181.85999999999999,143.85500000000002,83.92099999999999,166.385,112.307,7.8,76.572,7.8,118.29300000000002,219.825,Fail
347,5136.431,479.60499999999996,339.341,194.87,116.297,62.281000000000006,10.4,127.189,399.116,454.94800000000004,143.224,413.482,451.02200000000005,522.708,215.366,379.328,233.274,10.4,740.1439999999999,294.952,340.61,316.68100000000004,269.367,310.919,183.706,10.4,230.38799999999998,106.29400000000001,123.031,500.81,Pass
348,797.814,126.645,72.061,175.97899999999998,97.719,145.42000000000002,7.8,85.154,146.936,58.333999999999996,63.016999999999996,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,Fail
349,481.35299999999995,10.4,10.4,78.415,79.34700000000001,10.4,10.4,15.616999999999999,43.739999999999995,10.4,10.4,45.608999999999995,90.98500000000001,54.443,88.126,48.33899999999999,52.314,10.4,65.013,48.192,10.4,54.142,10.4,10.4,10.4,10.4,10.4,10.4,10.4,109.566,Dropout
350,2783.3250000000003,113.189,122.656,179.088,130.2,254.422,10.4,168.116,351.74899999999997,226.62300000000002,183.441,211.143,147.481,120.49599999999998,128.421,96.404,62.639,10.4,342.541,143.175,211.48700000000002,137.172,87.83699999999999,129.90699999999998,166.154,10.4,90.94399999999999,93.077,212.472,376.38599999999997,Pass
351,1943.6329999999998,134.68699999999998,108.022,175.978,105.208,185.13400000000001,10.4,195.30899999999997,182.219,148.668,62.709,102.49899999999998,120.538,187.73700000000002,147.516,53.009,89.592,10.4,182.08,117.05600000000001,163.203,125.61099999999999,88.288,102.38900000000001,96.541,10.4,51.859,10.4,62.292,294.266,Pass
352,1938.7330000000002,73.345,106.74799999999999,196.669,146.14399999999998,267.31399999999996,7.8,218.301,152.682,146.476,130.091,211.31900000000002,184.557,202.23099999999997,157.263,93.44099999999999,57.268000000000015,7.8,423.34999999999997,194.855,213.40299999999996,175.60700000000003,73.519,144.852,159.219,7.8,62.972,62.60900000000001,150.759,297.77099999999996,Pass
353,717.1319999999998,122.04199999999999,62.921,148.046,97.65599999999999,106.91999999999999,10.4,77.31500000000001,29.021,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,113.99300000000001,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,141.692,Dropout
354,1268.081,135.225,131.474,180.458,133.739,198.337,7.8,194.988,183.34199999999998,235.429,43.627,166.138,74.37100000000001,57.28,66.356,40.609,43.584,7.8,151.63600000000002,49.992,90.61399999999999,55.94200000000001,61.434,61.892,64.867,7.8,73.334,76.309,76.767,210.414,Fail
355,324.005,119.76499999999999,89.766,61.634,30.637999999999998,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,160.059,Dropout
356,5289.268999999999,246.511,211.67100000000002,246.393,115.999,258.055,7.8,245.89000000000001,245.19,258.168,196.22600000000003,265.75100000000003,219.31799999999998,250.39299999999997,168.671,111.043,7.8,7.8,252.487,191.231,170.148,171.686,18.117,174.85299999999998,181.06,7.8,113.21100000000001,64.83200000000001,189.75599999999997,303.691,Pass
357,2558.676,71.97,95.279,174.16,114.94999999999999,148.433,7.8,82.027,26.567999999999998,7.8,57.184000000000005,92.43700000000001,20.005,48.992000000000004,94.223,7.8,58.342,7.8,582.132,89.315,139.368,114.45400000000001,56.114999999999995,98.416,98.801,7.8,51.967,7.8,51.693999999999996,247.83100000000002,Fail
358,1300.78,116.02,197.01,199.292,114.73500000000001,168.559,10.4,173.225,106.019,95.562,10.4,68.65800000000002,154.592,186.68,143.53,127.155,50.859,10.4,238.02800000000002,160.111,172.04,117.489,46.60900000000001,89.09100000000001,35.641,10.4,82.734,39.259,76.137,213.396,Pass
359,930.1669999999999,92.99200000000002,61.05900000000001,10.4,34.504999999999995,10.4,10.4,10.4,36.403999999999996,10.4,10.4,50.709,-3.3580000000000005,41.717,40.571,10.4,10.4,10.4,116.70200000000001,51.891999999999996,87.812,10.4,10.4,10.4,10.4,10.4,34.709,10.4,70.142,54.97999999999999,Pass
360,54.417,10.4,10.4,10.4,32.693,10.4,10.4,10.4,26.219,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
361,1100.831,102.69,165.79700000000003,116.28699999999999,156.23399999999998,172.899,10.4,164.06300000000002,117.77699999999999,181.67000000000002,120.119,116.181,100.71900000000001,77.89399999999999,72.431,102.689,10.4,10.4,198.158,145.928,94.313,137.30599999999998,96.226,42.829,37.192,10.4,46.141999999999996,58.99700000000001,94.429,181.79000000000002,Pass
362,121.68699999999998,63.751,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
363,54.417,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,Dropout
