code_student;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
65;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351;113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
357;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
358;252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
362;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
364;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
365;133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
366;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
367;106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
369;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
373;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
375;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
376;249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
379;227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
380;257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
381;111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
382;272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383;247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385;239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
386;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
387;277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
388;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
389;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
392;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
393;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
394;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
395;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
396;286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
397;287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
399;283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402;275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
405;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
408;239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
409;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410;235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412;186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
413;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
415;271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
416;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
417;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
418;261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
422;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
424;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428;265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
429;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
430;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431;256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432;254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
433;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
437;237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
440;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
443;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
444;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
445;116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
446;246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
447;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448;202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
450;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
451;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452;271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
453;227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
455;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
457;246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
461;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
462;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
463;256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
466;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
468;254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469;257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470;272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
472;261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
475;267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
476;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
477;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
478;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
479;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480;237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
481;281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482;264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483;237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
484;218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
485;267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
487;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
488;238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
489;247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
