132;0;;;;;;;;;;;;;;;;;;;;;;;;;;
133;1;;;;;;;;;;;;;;;;;;;;;;;;;;
134;171;2;11;;;;;;;;;;;;;;;;;;;;;;;;
135;1510;28;72;34;7;60;107;82;93;78;130;94;339;5;115;11;289;293;37;12;23;125;43;116;16;111;252
136;222;3;;5;4;8;3;20;7;;;;;;;;;;;;;;;;;;
137;817;73;134;100;20;120;44;;;;;;;;;;1;;;;;;;;;;1
138;1835;54;16;109;8;117;101;31;35;19;5;68;120;29;53;73;157;53;24;45;;34;33;18;13;24;34
139;1818;10;36;133;10;75;74;70;33;95;26;33;13;2;4;;64;56;91;66;11;14;55;7;17;9;52
140;3079;22;36;62;5;42;98;45;129;84;66;35;54;34;91;21;110;78;86;52;6;37;68;40;77;96;111
141;199;15;9;3;4;67;4;;;;;;;;;;;;;;;;;;;;1
142;2468;26;29;90;6;126;67;51;15;20;12;73;75;54;83;64;122;71;70;82;49;59;71;68;74;86;130
143;22;;;;;;;;;;;;;;;;;;;;;;;;;;
144;2457;103;181;100;14;147;151;240;222;99;182;146;127;78;137;85;152;93;32;49;53;54;34;54;30;92;131
145;3228;59;44;93;12;81;124;155;172;80;80;79;99;49;83;35;104;63;64;69;41;50;66;83;39;120;133
146;1761;10;10;81;3;113;119;27;5;11;91;96;84;27;2;1;190;70;66;24;5;58;53;10;10;30;29
147;2124;69;11;58;21;134;101;88;41;26;33;2;4;;2;;203;5;22;2;;;;;;;27
148;2334;17;10;79;11;69;92;47;29;48;64;135;92;56;13;12;123;83;96;69;20;71;65;40;10;128;92
149;133;5;6;;1;;;;;;;;;;;;1;;;;;;;;;;1
150;0;;;;;;;;;;;;;;;;;;;;;;;;;;
151;1883;22;5;55;3;58;58;2;8;18;;72;86;35;18;17;100;71;44;53;19;13;10;8;1;15;19
152;12;;;;;;;;;;;;;;;;;;;;;;;;;;
153;118;24;2;;;;;;;;;;;;;;;;;;;;;;;;1
154;1538;73;12;90;10;123;14;85;43;4;37;54;11;4;3;;;;;;;;;;;;11
155;3091;75;49;252;18;235;334;10;19;3;24;117;85;4;95;3;161;17;12;47;5;75;26;30;3;87;64
156;2163;57;89;167;38;82;8;110;20;14;90;;;;;;4;;;;;;;;;;19
157;2729;4;11;147;11;61;111;48;16;10;10;62;94;8;68;;5;;;;;82;52;56;;47;33
158;116;2;;;;;;;;;;;;;;;;;;;;;;;;;
159;1507;14;8;54;13;11;10;11;26;12;10;8;9;5;27;16;150;11;9;6;10;9;8;36;17;33;83
160;2474;37;30;32;8;14;17;11;17;4;25;7;2;1;2;3;43;1;1;2;4;16;20;12;2;21;38
161;0;;;;;;;;;;;;;;;;;;;;;;;;;;
162;1556;17;8;84;11;106;96;13;35;20;76;139;107;48;11;7;98;67;63;71;8;72;98;9;9;58;26
163;417;12;;1;1;;;;;;;;;;;;;;;;;;;;;;
164;3999;10;29;139;9;127;119;38;28;41;36;83;90;48;9;;144;66;65;59;2;64;13;26;;45;66
165;1114;4;10;71;2;43;32;;6;9;4;15;20;24;8;9;96;11;50;27;8;25;8;8;22;49;26
166;1754;50;202;77;11;91;42;93;122;22;80;68;74;42;41;31;90;56;82;2;6;2;1;;;16;49
167;656;42;13;25;1;1;;1;;;;;;;;;;;;;;;;;;;
168;788;3;;;3;;1;;;5;5;1;35;;;;69;8;41;;3;9;14;8;;36;23
169;1055;;;2;1;;18;3;16;4;22;9;;;10;;21;;;;5;13;18;6;3;24;27
170;1310;32;;2;4;3;5;6;4;2;8;7;10;;;;97;1;5;;;20;1;3;;16;5
171;0;;;;;;;;;;;;;;;;;;;;;;;;;;
172;1425;10;1;48;7;5;4;2;1;;2;49;80;2;;2;114;4;11;2;2;1;6;16;;45;
173;569;40;16;5;;;;;1;2;3;;;;;;;;;;;;;;;;
174;2521;32;69;118;9;107;276;202;110;68;124;105;159;115;37;3;185;113;130;95;70;76;90;87;68;87;191
175;0;;;;;;;;;;;;;;;;;;;;;;;;;;
176;2027;18;20;90;;137;130;44;18;41;85;69;51;10;32;25;86;10;7;32;22;38;55;24;14;65;41
177;436;38;;2;1;;;;;;;;;;;;;;;;;;;;;;16
178;3501;46;41;244;13;274;272;144;126;69;100;237;289;244;65;47;375;182;170;168;40;244;204;15;17;252;115
179;3040;32;53;133;15;147;137;19;59;106;60;145;93;67;43;5;154;125;102;119;49;81;104;107;74;165;114
180;517;8;;58;;79;59;33;1;;;;;;;;;;;;;;;;;;1
181;97;;1;;;;;;;;;;;;;;3;;;;;;;;;;
182;801;;;4;;2;6;;;;;5;2;2;2;7;3;67;3;3;4;85;35;10;2;45;18
183;13;;;;;;;;;;;;;;;;;;;;;;;;;;
184;410;16;;23;4;;;;;;;;;;;;3;;;;;;;;;;1
185;1006;20;3;;10;27;13;2;;;3;30;29;;;2;;;;;;;;;;;2
186;51;;;;;;;;;;;;;;;;;;;;;;;;;;
187;756;22;62;2;;;;;81;5;9;3;20;;;;6;;;;;;;;;48;
188;2039;32;22;87;18;110;96;104;68;104;45;131;138;70;47;32;201;102;138;97;29;108;91;32;17;127;41
189;25;;;;;;;;;;;;;;;;;;;;;;;;;;
190;0;;;;;;;;;;;;;;;;;;;;;;;;;;
191;2018;56;35;94;15;46;14;39;36;22;68;68;30;8;10;1;71;4;28;32;14;6;6;18;6;16;52
192;464;;;;;;2;;;;;;25;;;;;;;;;;;;;;
193;1828;76;104;55;8;74;51;118;88;68;5;25;7;3;39;13;50;2;13;6;16;1;2;7;;33;12
194;2086;13;95;77;6;74;62;64;19;18;8;98;107;57;15;14;135;86;86;83;69;73;92;87;59;71;140
195;859;3;3;8;7;64;59;95;41;55;13;72;14;4;17;5;57;26;6;19;4;14;25;9;9;11;47
196;1111;3;1;5;;;10;;;4;8;31;17;4;;;35;5;11;;;;13;9;1;34;74
197;2152;28;20;63;10;104;72;26;35;16;76;94;109;78;27;19;145;90;103;91;80;73;77;15;15;63;78
198;273;20;1;9;12;3;;2;;;;;;;;;;;;;;;;;;;
199;169;3;7;17;2;26;10;;;;;;23;;;;;;;;;;;;;;6
200;1018;18;15;123;10;96;74;14;;9;2;;;;;;;;;;;;;;;;14
201;1649;10;13;57;9;60;43;19;43;28;38;31;287;6;55;1;163;44;51;16;3;15;;12;3;1;20
202;1003;9;1;1;;;;;;;;;8;;;;71;;;;;;;;;2;2
203;8771;50;25;100;16;93;82;79;3;28;16;7;62;;14;;161;3;;1;;25;10;22;;66;48
204;2978;121;114;82;12;85;67;62;146;58;17;98;75;45;16;9;112;81;61;64;5;36;23;2;27;29;33
205;1746;19;34;6;7;14;11;13;11;10;13;30;8;9;14;11;114;5;8;4;;27;19;25;1;68;18
206;1190;2;;4;2;17;5;;4;2;13;4;5;;;;43;2;4;;;15;2;;;51;6
207;414;25;37;115;;;;;;;;;;;;;;;;;;;;;;;10
208;1478;44;45;165;6;45;6;8;3;25;35;18;4;1;21;1;9;;;;1;2;3;11;6;;87
209;10;;;;;;;;;;;;;;;;;;;;;;;;;;
210;2071;35;50;85;5;78;62;26;25;16;61;101;81;45;24;50;75;70;51;62;38;39;2;54;7;41;104
211;1;;;;;;;;;;;;;;;;;;;;;;;;;;
212;1089;51;6;1;1;29;27;12;64;18;40;7;50;35;42;14;34;;;;5;;;4;3;52;24
213;16;1;;;;;;;;;;;;;;;;;;;;;;;;;
214;993;5;2;8;1;25;19;;;;;14;;;;;6;2;;42;24;36;39;15;1;14;16
215;65;;;;;;;;;;;;;;;;2;;;;;;;;;;
216;159;56;6;;;;;;;;;;;;;;;;;;;;;;;;3
217;1;;;;;;;;;;;;;;;;;;;;;;;;;;
218;4897;30;31;62;21;118;46;62;70;53;55;47;94;37;44;22;110;26;52;11;20;10;11;17;9;10;68
219;3008;123;157;83;17;105;95;154;178;123;187;104;96;58;115;134;109;75;81;73;24;101;98;81;12;122;53
220;1577;47;45;107;13;151;83;60;74;29;102;81;100;41;4;4;111;6;18;;;;;;;;2
221;0;;;;;;;;;;;;;;;;;;;;;;;;;;
222;1186;16;4;57;4;69;48;34;33;47;56;75;66;42;10;3;82;57;58;64;49;75;52;67;63;66;102
223;3273;43;20;125;12;113;86;75;133;38;30;80;117;58;142;6;188;89;115;52;46;58;65;43;29;91;82
224;1078;29;14;191;4;42;1;2;;;;;;;;;2;;;;;;;;;;
225;2336;56;38;16;3;94;35;2;26;14;7;30;9;4;35;1;53;4;4;6;16;26;8;25;;24;8
226;1334;87;130;66;8;91;36;41;84;6;26;15;17;11;36;14;;12;;2;4;21;35;18;1;20;48
227;1383;;;9;;12;;5;5;;2;11;4;2;1;3;38;10;6;5;2;20;7;4;2;8;5
228;902;20;18;11;14;32;3;16;41;16;9;17;11;14;12;7;44;17;9;7;11;5;4;4;4;4;6
229;541;96;150;50;;38;11;;;;;;;;;;6;;;;;;;;;;8
230;1258;3;3;8;4;2;;7;25;7;23;7;9;1;;;23;;;;;14;;30;;35;49
231;75;;;3;;;;;;;;;;;;;;;;;;;;;;;1
232;597;26;138;33;6;84;31;;;;;;;;;;;;;;;;;;;;2
233;4164;37;174;154;21;140;196;250;323;130;175;122;200;77;182;66;161;108;94;105;90;115;78;169;93;199;255
234;2254;217;465;510;39;188;45;44;100;7;22;;;;;;;;;;;;;;;;5
235;605;19;6;2;2;12;15;4;1;;;;;;;;2;;;;;;;;;;2
236;102;7;1;1;;;;;;;;;;;;;3;;;;;;;;;;
237;1227;17;1;76;4;11;13;2;;;2;10;;1;;;58;4;6;24;;21;9;6;;;16
238;2450;105;196;109;20;104;88;19;102;108;109;113;86;49;121;74;124;62;67;91;78;90;91;87;14;63;80
239;983;;13;11;;1;1;;;;;3;4;3;;;23;3;1;1;;;;1;;13;7
240;770;28;6;125;12;96;16;;;;1;;;;;;;;;;;;;;;;4
241;3;;;;;;;;;;;;;;;;;;;;;;;;;;
242;258;68;70;51;1;1;;;;;;;;;;;4;;;;;;;;;;
243;377;22;3;;;;;;;;4;;;;;;;;;2;;;;;;;
244;3648;83;73;82;6;25;41;108;10;35;75;32;46;4;18;1;55;16;14;3;9;13;17;48;44;3;103
245;2406;8;30;24;16;13;101;91;113;28;26;56;106;19;39;40;38;33;44;35;51;19;47;55;25;13;28
246;1495;57;172;123;14;115;5;1;;8;2;;;5;;;4;6;2;7;;11;;2;;10;18
247;0;;;;;;;;;;;;;;;;;;;;;;;;;;
248;293;45;19;7;2;1;4;;;;;;;;;;;;;;;;;;;;8
249;2049;61;68;99;7;28;13;6;3;1;10;80;29;;42;;51;3;21;3;3;5;6;30;;24;10
250;902;22;3;9;1;1;;;;;;;;;;;2;;;;;;;;;;5
251;525;24;;;1;;;;;;;;;;;;2;;;;;;;;;;7
252;924;80;64;5;2;9;9;7;20;2;29;7;32;1;21;2;12;2;4;2;4;;;;1;;2
253;832;31;15;54;3;13;19;5;;;;;;;;;;;;;;;;;;;
254;356;11;;17;2;1;;;;;;;;;;;;;;;;;;;;;
255;0;;;;;;;;;;;;;;;;;;;;;;;;;;
256;2624;22;42;60;;6;26;77;44;11;26;20;8;5;10;7;47;16;11;23;17;8;8;16;19;19;35
257;1098;69;50;12;7;7;3;;25;2;26;9;11;;10;2;2;;;;1;;;;;16;
258;2574;53;6;24;8;49;40;5;17;;;44;91;1;;;102;28;6;13;;6;;1;3;10;12
259;2789;63;29;199;19;287;253;395;172;145;385;356;203;186;230;135;233;185;183;183;195;197;117;201;140;220;208
260;465;6;5;;2;;;;;;;;;;;;6;;;;;;;;;;1
261;3183;78;59;83;15;94;55;90;129;63;57;44;55;35;50;14;87;43;48;43;25;27;25;19;25;74;87
262;1341;1;;7;3;6;25;52;19;50;21;44;64;10;21;7;156;16;22;23;12;22;29;9;6;47;79
263;1523;39;13;1;4;;;1;4;1;20;8;22;;1;;3;2;;1;;19;6;1;;109;38
264;3063;39;53;87;22;152;116;69;33;103;98;107;88;21;11;5;90;97;126;68;9;11;17;22;1;26;34
265;1423;19;5;63;3;66;36;69;53;36;32;44;21;4;59;17;72;57;29;4;7;7;;3;;8;11
266;3106;16;37;172;13;140;81;143;284;138;118;125;128;119;196;85;117;166;76;101;53;60;101;138;105;135;200
267;5075;151;195;122;22;202;198;206;217;101;242;134;105;105;178;95;159;78;66;83;62;86;86;109;86;91;109
268;1151;15;11;127;5;88;;;;;;;;;;;3;;;;;;;;;;
269;0;;;;;;;;;;;;;;;;;;;;;;;;;;
270;4570;37;21;238;13;246;132;83;51;103;74;125;120;13;33;27;107;38;74;14;17;37;74;14;8;39;81
271;1582;2;4;1;3;3;17;8;2;2;2;4;30;2;40;2;44;7;6;;4;28;33;11;5;2;9
272;1666;8;11;77;13;52;33;52;10;39;6;91;102;33;2;2;93;83;79;74;14;6;21;22;;14;25
273;0;;;;;;;;;;;;;;;;;;;;;;;;;;
274;5314;93;48;214;25;151;100;66;91;10;70;117;149;88;68;11;182;52;50;13;12;30;11;5;4;52;49
275;2238;;3;1;1;;;2;34;23;5;22;3;4;19;;2;;3;;;15;;;;19;1
276;1797;2;8;25;6;22;45;82;80;37;28;27;19;3;23;27;40;;18;;15;16;18;11;;41;59
277;2703;35;54;128;21;209;103;56;48;57;89;104;110;48;30;8;98;93;72;90;15;77;85;10;30;147;87
278;4153;65;67;61;9;22;11;48;15;66;4;8;54;17;44;4;37;6;21;12;5;2;;;;50;12
279;1879;19;57;121;6;99;23;100;33;3;2;91;92;;;;167;90;21;86;55;2;;16;;14;46
280;0;;;;;;;;;;;;;;;;;;;;;;;;;;
281;2150;18;7;40;8;27;;4;5;13;7;1;;;;;100;56;46;60;;;;;;;16
282;2;;;;;;;;;;;;;;;;;;;;;;;;;;
283;2930;90;163;124;10;79;58;5;5;2;5;72;75;47;23;;124;62;74;74;7;93;107;13;;83;28
284;461;27;25;128;6;3;8;;;;;;;;;;3;;;;;;;;;;
285;888;106;182;61;1;;;;;;;;;;;;3;;;;;;;;;;42
286;222;13;19;30;4;8;5;5;4;3;6;;;;;;;;;;;;;;;;
287;1594;53;119;62;17;85;37;74;74;31;33;47;46;17;66;2;70;14;12;9;2;34;11;35;7;48;95
288;1999;84;24;41;19;14;2;9;35;4;22;13;37;;;;5;;;;;;;;;;19
289;2118;;;33;3;61;52;;5;;16;56;74;41;7;20;75;31;18;31;9;27;31;38;2;30;76
290;0;;;;;;;;;;;;;;;;;;;;;;;;;;
291;0;;;;;;;;;;;;;;;;;;;;;;;;;;
292;2197;14;14;218;19;124;47;73;58;96;1;153;99;96;4;10;253;152;39;78;34;64;68;3;14;69;15
293;272;8;10;20;5;4;3;;;4;;;;;;;1;;;;;;;;;;5
294;802;;;;;;;;;;;;;;;;51;5;6;2;1;1;5;;2;2;8
295;1629;79;22;17;6;8;20;21;72;40;89;66;5;3;71;1;61;11;7;5;2;11;13;11;;20;49
296;10257;255;145;273;24;505;367;228;202;248;381;383;259;208;204;124;522;227;110;201;40;157;121;79;65;139;105
297;75;;;5;;;;;;;;;;;;;;;;;;;;;;;
298;396;7;67;;;;;;1;;;;;;;;;;;;;;;;;;
299;230;12;1;;;;;;;30;;;;;;4;;;;;;;;;;;
300;921;21;4;1;;;;;;;;;;;;;3;2;2;;;;;;;19;16
301;2306;66;13;14;3;2;35;1;7;;2;7;20;;;;131;5;6;2;;1;;24;;73;39
302;3831;118;101;105;8;167;151;97;141;138;371;92;112;67;92;14;166;102;88;147;30;87;80;18;23;167;61
303;0;;;;;;;;;;;;;;;;;;;;;;;;;;
304;1882;16;;118;3;64;16;;4;5;3;16;14;11;;2;107;9;43;18;9;8;7;2;;11;2
305;0;;;;;;;;;;;;;;;;;;;;;;;;;;
306;593;15;4;80;3;94;65;25;12;;6;;;;;;;;;;;;;;;;1
307;0;;;;;;;;;;;;;;;;;;;;;;;;;;
308;1176;2;66;19;3;;;;22;12;2;;32;;;;13;;;;;15;16;;;43;20
