45;1;;;;;;;;;;;;;;;;;;;;;;;;;;
46;285;6;4;8;2;11;9;3;5;5;;;;;;;;;;;;;;;;;2
47;339;36;24;12;13;17;6;12;5;33;14;9;1;3;;;2;;;;;;;;;;3
48;33;5;;2;;;;;;;;2;;;;;;;;;;;;;;;
49;459;10;10;1;5;8;10;4;;6;3;4;5;;;2;16;;1;2;2;2;;3;;7;6
50;463;15;12;11;5;18;13;4;4;6;3;12;7;5;3;2;21;8;4;2;2;2;3;4;2;6;15
51;557;18;14;20;7;17;5;4;4;6;3;18;4;;10;;28;21;18;8;13;10;;;;;5
52;64;;8;5;2;2;;1;;;;;;;;;3;;;;;;;;;;1
53;495;11;6;14;5;13;12;15;23;35;12;12;10;5;18;10;24;21;14;7;4;7;12;5;9;10;11
54;297;;;;2;;2;5;2;2;4;1;4;2;1;2;14;;5;;2;1;3;4;2;6;3
55;456;9;6;15;1;13;4;11;3;4;7;12;11;5;;;20;5;3;4;2;8;16;;;7;3
56;67;4;2;;;;;;;;;;;;;;;;;;;;;;;;2
57;880;7;20;23;8;12;16;22;14;13;14;9;16;5;17;1;19;5;10;4;3;9;2;12;6;9;34
58;367;19;7;6;3;4;4;10;20;6;17;9;9;9;17;8;23;11;7;10;11;12;7;11;16;13;30
59;179;;;6;;2;1;;;2;;7;6;2;;;13;;1;;;1;;;;2;2
60;591;13;22;13;6;14;18;21;31;40;23;15;12;6;20;12;31;14;15;5;11;9;10;10;16;18;32
61;282;3;5;10;3;8;8;;8;25;18;7;13;4;;;41;9;9;8;1;9;9;2;;6;7
62;842;23;20;28;7;23;16;17;11;31;14;16;11;6;7;3;23;5;3;3;3;6;3;6;3;10;27
63;71;9;13;5;4;10;3;2;3;2;2;;;;;;2;;;;;;;;;;
64;583;24;10;15;4;10;4;15;4;2;8;4;4;1;4;1;8;1;2;2;3;1;1;3;2;2;5
65;56;2;2;;;;;;;;;;;;;;;;;;;;;;;;1
66;395;4;3;3;4;4;1;2;;;2;2;1;1;2;2;11;1;1;2;2;1;;;;3;5
67;1815;17;15;19;11;23;13;18;23;17;9;14;15;9;18;10;27;25;29;11;6;17;14;10;16;27;29
68;1074;20;24;18;6;19;13;24;37;33;19;18;22;11;35;15;36;23;24;22;19;24;18;27;13;17;24
69;464;11;11;9;5;7;9;9;9;4;;12;3;1;1;;19;7;3;2;2;3;2;3;1;2;4
70;205;13;10;10;6;13;3;2;2;1;;;;;;;7;;;;;;;;;;1
71;244;7;1;6;5;5;1;7;6;3;1;4;2;1;;1;4;;1;;1;2;1;3;;4;6
72;512;16;17;13;6;6;4;4;2;1;;4;6;8;3;3;40;13;10;1;2;1;1;1;1;1;3
73;1;;;;;;;;;;;;;;;;;;;;;;;;;;
74;651;11;13;17;4;16;9;13;12;34;13;14;16;3;8;4;52;10;5;7;10;8;8;4;2;10;6
75;399;8;8;12;7;16;10;4;10;12;2;10;9;6;8;;40;15;11;5;5;3;4;5;;1;6
76;18;2;1;;;;;;;;;;;;;;;;;;;;;;;;1
77;281;10;11;18;7;8;11;13;19;33;15;18;8;2;2;2;5;2;1;1;;;;;;;2
78;448;7;8;11;2;2;10;13;5;;6;6;4;2;6;;2;1;2;3;;3;1;3;;1;1
79;58;;;;;;;;;;;;2;;;1;;;;;;;;;;;
80;433;18;12;9;12;10;7;22;32;6;38;14;20;4;12;11;25;17;9;8;17;9;8;10;16;5;22
81;80;;3;1;;1;6;2;3;3;2;5;7;6;18;3;10;2;1;;;;;1;;;1
82;697;19;16;17;5;12;7;27;36;39;17;16;15;8;11;8;29;19;8;4;15;8;13;4;10;18;12
83;98;;6;3;4;3;;2;;;;;;;;;5;;;;;;;;;;
84;163;5;4;1;3;2;1;2;;;;;;;;;;;;;;;;;;;
85;359;16;8;12;4;13;10;5;19;29;16;17;15;9;21;9;28;23;17;6;4;9;18;2;2;10;6
86;138;2;2;;1;4;;;;;;;;;;;2;;;;;;;;;;1
87;632;5;9;25;3;44;33;23;22;9;12;36;17;10;7;;61;36;32;13;11;10;3;7;;8;15
88;613;15;14;13;4;7;2;9;;;;5;5;3;9;;9;5;1;3;;;;;;;2
89;633;20;12;9;9;15;9;21;22;29;23;13;23;10;14;8;18;10;8;12;16;9;6;8;7;14;6
90;57;2;2;;;;;;;;;;;;;;3;;;;;;;;;;
91;285;4;;;1;;3;;1;;;5;;;;;11;1;1;;;;;;;2;
92;339;5;10;8;6;10;9;8;7;11;8;18;13;11;14;1;29;11;6;6;4;5;8;6;4;4;19
93;223;4;7;9;1;10;10;12;3;;;;;;;;;;;;;;;;;;1
94;301;19;31;16;4;13;5;2;4;5;5;1;1;;2;2;12;1;;1;;;;;;;
95;681;21;18;7;3;8;7;7;8;3;8;5;3;1;4;2;19;2;3;3;6;3;2;5;1;2;6
96;564;12;8;12;5;14;13;18;20;9;10;9;7;4;1;3;25;8;6;4;2;4;3;;;1;7
97;1;;;;;;;;;;;;;;;;;;;;;;;;;;
98;58;1;;1;2;;1;;;;;;;;;;2;;;;;;;;;;
99;1;;;;;;;;;;;;;;;;;;;;;;;;;;
100;764;20;16;16;8;15;10;16;17;23;22;11;8;7;8;10;29;12;12;6;13;5;10;10;4;6;20
101;15;2;;;;;;;;;;;;;;;;;;;;;;;;;
102;615;19;12;9;7;7;11;16;24;14;14;12;12;6;4;4;39;9;6;6;4;10;5;8;4;3;15
103;40;4;;;;;;;;;;;;;;;;;;;;;;;;;
104;418;;6;2;;2;1;;;;3;2;2;1;;;3;1;;;;1;;1;;1;5
105;764;6;8;11;4;13;22;11;6;7;3;13;8;10;4;2;18;7;9;4;4;3;2;13;4;3;17
106;618;20;12;12;2;13;12;19;6;19;9;23;18;10;12;3;24;22;10;5;2;9;5;2;;1;4
107;418;5;3;10;5;13;7;10;3;8;6;5;7;6;9;4;22;6;6;3;6;4;3;8;4;5;10
108;3;;;;;;;;;;;;;;;;;;;;;;;;;;
109;10;;;;;;;;;;;;;;;;;;;;;;;;;;
110;350;15;14;21;6;7;8;4;2;5;;9;11;4;4;8;23;8;11;2;7;6;6;10;6;7;17
111;674;27;13;24;5;25;17;14;15;5;9;20;14;11;18;;53;25;15;14;5;17;6;3;1;;10
112;1;;;;;;;;;;;;;;;;;;;;;;;;;;
113;18;2;;;;;;;;;;;;;;;;;;;;;;;;;
114;441;13;12;15;3;8;4;8;10;8;6;10;8;6;4;;19;7;8;6;4;3;4;;2;8;6
115;821;27;41;14;13;22;20;38;33;18;20;19;15;10;29;18;27;15;9;12;12;15;11;14;2;10;17
116;548;9;10;;7;7;4;2;18;;6;8;10;1;3;1;7;1;2;1;;1;2;1;;2;2
117;390;15;12;16;6;17;14;18;8;4;24;26;11;8;2;2;36;25;6;8;1;18;9;11;5;8;4
118;414;10;5;4;5;1;2;;2;2;;3;3;1;4;;11;1;2;2;4;2;3;4;2;1;7
119;1;;;;;;;;;;;;;;;;;;;;;;;;;;
120;195;6;3;13;6;1;;2;2;;;3;;;;;;;;;;;;;;;2
121;643;12;10;8;3;7;8;8;6;5;7;5;4;3;5;3;12;7;3;4;3;3;2;7;2;3;6
122;1;;;;;;;;;;;;;;;;;;;;;;;;;;
123;300;3;;2;1;;1;;;;;4;1;1;1;1;20;;;;;;;;;;7
124;1;;;;;;;;;;;;;;;;;;;;;;;;;;
125;342;13;12;6;3;14;8;2;4;7;11;15;12;4;4;;31;15;12;6;6;8;3;3;3;4;3
126;21;;;;;;;;;;;;;;;;;;;;;;;;;;
127;319;2;2;6;2;;;1;3;;3;4;2;2;5;4;8;4;3;1;2;1;3;2;3;1;3
128;1;;;;;;;;;;;;;;;;;;;;;;;;;;
129;34;2;;2;2;1;1;;;;;;;;;;;;;;;;;;;;
130;294;4;8;5;2;2;2;3;1;;;4;4;;;;27;;;2;2;6;1;2;2;1;
131;325;8;4;4;1;4;6;6;5;9;8;5;1;2;3;2;17;2;2;5;5;4;3;4;2;1;8
132;1;;;;;;;;;;;;;;;;;;;;;;;;;;
133;1;;;;;;;;;;;;;;;;;;;;;;;;;;
134;52;2;3;;;;;;;;;;;;;;;;;;;;;;;;
135;259;9;13;7;4;10;12;13;12;16;21;8;11;3;11;3;43;31;8;2;5;14;7;19;2;11;33
136;93;2;;4;4;5;3;3;2;;;;;;;;;;;;;;;;;;
137;204;10;17;15;7;13;6;;;;;;;;;;1;;;;;;;;;;1
138;352;13;9;14;6;19;12;6;4;6;3;12;6;5;8;7;30;5;6;3;;4;2;3;1;1;9
139;514;9;13;24;8;15;19;10;13;31;13;7;3;1;2;;22;16;14;5;5;7;14;3;7;5;15
140;797;10;8;14;5;11;11;19;27;29;15;13;14;9;21;10;55;14;12;5;5;7;9;14;13;11;20
141;79;9;7;1;1;4;1;;;;;;;;;;;;;;;;;;;;1
142;740;13;17;13;4;20;14;18;5;6;6;13;9;6;22;10;35;19;14;9;13;8;14;17;21;19;24
143;15;;;;;;;;;;;;;;;;;;;;;;;;;;
144;599;22;36;12;6;15;16;36;30;18;23;14;15;6;15;10;29;13;8;4;11;6;5;10;9;10;14
145;634;11;16;15;5;13;12;24;30;30;19;14;8;6;14;10;15;10;9;7;5;6;5;22;7;13;26
146;483;8;7;12;2;10;13;6;3;3;14;13;10;6;2;1;45;11;7;3;3;5;5;2;2;5;9
147;486;9;7;4;11;19;14;22;12;11;5;2;2;;2;;18;2;3;1;;;;;;;5
148;632;10;7;9;7;13;15;12;17;24;16;17;10;6;11;10;21;18;14;8;11;11;12;11;9;17;21
149;58;3;6;;1;;;;;;;;;;;;1;;;;;;;;;;1
150;1;;;;;;;;;;;;;;;;;;;;;;;;;;
151;506;7;4;4;2;7;8;2;4;5;;13;10;1;4;6;22;11;3;2;3;4;4;6;1;3;6
152;4;;;;;;;;;;;;;;;;;;;;;;;;;;
153;25;6;2;;;;;;;;;;;;;;;;;;;;;;;;1
154;470;19;7;9;7;8;8;26;15;2;11;7;5;4;2;;;;;;;;;;;;4
155;745;33;25;27;9;24;32;6;7;2;9;11;8;3;8;2;37;12;9;8;2;5;4;3;1;7;18
156;481;30;23;53;9;15;7;28;9;6;19;;;;;;4;;;;;;;;;;6
157;579;3;5;13;4;6;9;7;4;2;4;8;9;4;6;;5;;;;;4;4;5;;6;11
158;48;2;;;;;;;;;;;;;;;;;;;;;;;;;
159;514;9;6;9;8;7;6;8;15;10;8;7;8;5;17;10;63;11;7;4;9;4;3;14;10;10;22
160;579;20;20;13;6;7;4;8;7;4;14;3;2;1;2;3;8;1;1;1;3;2;3;5;2;4;15
161;1;;;;;;;;;;;;;;;;;;;;;;;;;;
162;404;11;6;10;4;19;11;12;18;5;16;14;12;8;8;6;24;12;6;6;6;7;13;6;8;5;6
163;128;4;;1;1;;;;;;;;;;;;;;;;;;;;;;
164;953;6;15;26;8;21;16;15;17;11;8;11;12;9;7;;22;8;5;5;2;4;3;3;;3;18
165;280;4;9;8;1;2;4;;2;2;3;6;4;1;2;2;25;5;4;2;4;3;2;4;3;2;7
166;407;9;20;11;6;14;9;12;15;3;17;9;7;4;4;4;17;10;11;1;2;2;1;;;1;4
167;165;8;10;4;1;1;;1;;;;;;;;;;;;;;;;;;;
168;154;3;;;1;;1;;;3;2;1;2;;;;13;3;2;;2;1;1;2;;1;3
169;217;;;2;1;;3;3;2;3;5;3;;;3;;7;;;;4;2;3;4;1;1;7
170;399;12;;1;2;2;2;4;2;1;4;5;3;;;;15;1;1;;;4;1;2;;3;3
171;1;;;;;;;;;;;;;;;;;;;;;;;;;;
172;343;5;1;3;3;2;2;1;1;;2;4;13;1;;2;37;3;3;2;2;1;1;2;;2;
173;187;11;4;5;;;;;1;2;2;;;;;;;;;;;;;;;;
174;639;15;15;14;9;14;23;16;21;32;28;21;17;14;9;3;40;9;13;9;6;7;14;14;10;13;42
175;1;;;;;;;;;;;;;;;;;;;;;;;;;;
176;481;7;8;12;;13;14;7;8;11;19;13;4;4;7;7;11;2;1;2;1;2;4;4;2;4;11
177;110;13;;1;1;;;;;;;;;;;;;;;;;;;;;;4
178;998;19;18;26;7;27;26;37;42;28;26;32;30;18;27;18;32;27;23;21;19;17;29;5;8;26;38
179;992;17;17;16;7;18;20;13;23;31;16;25;12;6;10;2;34;17;17;14;6;10;19;20;9;26;17
180;195;6;;6;;11;6;10;1;;;;;;;;;;;;;;;;;;1
181;24;;1;;;;;;;;;;;;;;2;;;;;;;;;;
182;75;;;1;;1;2;;;;;3;1;1;1;1;2;1;1;2;2;2;3;2;1;8;5
183;6;;;;;;;;;;;;;;;;;;;;;;;;;;
184;131;8;;6;2;;;;;;;;;;;;3;;;;;;;;;;1
185;293;5;2;;5;5;4;2;;;3;1;2;;;2;;;;;;;;;;;1
186;22;;;;;;;;;;;;;;;;;;;;;;;;;;
187;184;4;3;1;;;;;4;2;2;1;1;;;;5;;;;;;;;;4;
188;529;21;12;16;7;20;18;32;28;46;27;19;26;14;28;19;37;24;22;11;19;22;24;15;11;21;14
189;14;;;;;;;;;;;;;;;;;;;;;;;;;;
190;1;;;;;;;;;;;;;;;;;;;;;;;;;;
191;579;23;14;14;7;11;8;18;8;9;18;12;12;4;6;1;30;2;7;4;4;3;5;2;4;7;16
192;199;;;;;;1;;;;;;2;;;;;;;;;;;;;;
193;545;12;16;5;7;10;3;34;17;26;5;7;4;2;6;6;19;2;4;1;4;1;1;1;;1;4
194;595;9;14;11;5;14;12;22;8;3;6;24;12;9;7;6;47;22;19;15;20;17;21;24;14;13;22
195;247;2;3;6;6;9;11;22;22;19;10;12;3;3;16;4;19;5;2;3;4;10;16;6;4;10;21
196;258;2;1;1;;;4;;;1;1;6;2;2;;;20;1;3;;;;2;3;1;5;12
197;531;17;13;11;6;17;7;15;17;7;17;17;10;13;11;7;32;22;14;10;18;10;17;9;6;16;22
198;130;10;1;2;2;2;;2;;;;;;;;;;;;;;;;;;;
199;81;3;7;3;2;5;1;;;;;;2;;;;;;;;;;;;;;1
200;243;9;9;11;7;11;9;5;;3;2;;;;;;;;;;;;;;;;3
201;427;7;5;6;5;9;4;5;10;8;8;6;15;3;6;1;12;6;5;6;3;7;;1;2;1;5
202;203;5;1;1;;;;;;;;;2;;;;13;;;;;;;;;1;2
203;1517;15;11;12;6;18;16;12;2;7;4;6;2;;2;;31;3;;1;;3;2;4;;3;11
204;615;23;10;10;9;17;13;10;22;25;10;8;9;7;8;4;29;12;10;9;4;6;3;2;3;3;12
205;425;12;4;4;4;5;5;7;5;4;6;12;4;5;6;2;22;3;3;3;;7;5;13;1;6;10
206;301;2;;4;1;9;3;;3;2;4;1;2;;;;32;2;3;;;1;1;;;4;2
207;144;18;17;14;;;;;;;;;;;;;;;;;;;;;;;2
208;359;20;20;17;3;10;5;3;2;6;13;2;1;1;7;1;3;;;;1;2;1;2;1;;7
209;6;;;;;;;;;;;;;;;;;;;;;;;;;;
210;652;11;16;13;3;8;7;14;10;4;12;18;11;5;9;6;17;13;8;8;8;3;2;9;4;7;31
211;1;;;;;;;;;;;;;;;;;;;;;;;;;;
212;158;7;3;1;1;3;3;6;6;4;5;4;3;14;2;5;4;;;;2;;;2;2;3;4
213;9;1;;;;;;;;;;;;;;;;;;;;;;;;;
214;201;5;2;2;1;2;3;;;;;3;;;;;1;1;;1;2;2;2;4;1;3;6
215;20;;;;;;;;;;;;;;;;2;;;;;;;;;;
216;59;8;6;;;;;;;;;;;;;;;;;;;;;;;;2
217;1;;;;;;;;;;;;;;;;;;;;;;;;;;
218;1469;21;20;24;12;25;23;29;37;39;29;20;13;7;15;14;76;10;22;5;13;6;4;7;7;8;24
219;691;21;26;12;7;12;16;31;34;42;17;20;15;8;21;14;17;15;11;7;9;12;21;12;5;17;17
220;395;14;12;10;10;16;9;11;12;5;14;7;7;4;4;3;31;4;4;;;;;;;;1
221;1;;;;;;;;;;;;;;;;;;;;;;;;;;
222;375;10;4;6;3;10;6;12;22;30;20;17;10;3;8;2;17;9;5;3;9;8;8;14;13;6;18
223;714;17;10;19;8;20;19;24;30;9;15;21;21;14;27;4;36;14;17;9;11;10;12;17;12;15;36
224;311;13;8;30;3;7;1;2;;;;;;;;;2;;;;;;;;;;
225;559;11;14;6;2;7;9;1;5;4;5;5;4;3;7;1;16;2;2;2;4;4;1;4;;2;5
226;301;10;15;6;4;5;6;3;7;3;3;4;2;2;5;3;;3;;1;1;3;1;4;1;1;7
227;294;;;1;;2;;5;5;;2;9;4;2;1;3;21;5;5;4;2;11;4;4;2;4;3
228;233;9;9;5;5;8;2;7;14;9;7;5;4;5;7;6;12;7;3;4;4;3;2;3;2;2;3
229;126;13;13;5;;2;2;;;;;;;;;;4;;;;;;;;;;2
230;232;3;3;5;3;2;;3;4;2;2;1;1;1;;;7;;;;;1;;2;;2;10
231;20;;;1;;;;;;;;;;;;;;;;;;;;;;;1
232;164;11;11;9;5;18;4;;;;;;;;;;;;;;;;;;;;1
233;1172;11;28;16;11;20;27;29;35;39;25;23;17;8;36;11;33;18;18;16;16;15;11;25;18;19;53
234;554;32;57;38;18;24;8;12;11;2;9;;;;;;;;;;;;;;;;3
235;168;10;3;1;2;7;6;3;1;;;;;;;;2;;;;;;;;;;2
236;38;5;1;1;;;;;;;;;;;;;3;;;;;;;;;;
237;298;9;1;7;2;2;4;2;;;2;1;;1;;;13;1;1;1;;2;1;2;;;5
238;734;39;28;25;8;21;23;10;29;34;25;37;18;8;29;22;21;17;17;14;27;15;20;19;5;7;18
239;271;;11;6;;1;1;;;;;2;2;2;;;8;2;1;1;;;;1;;8;3
240;279;14;6;28;7;19;4;;;;1;;;;;;;;;;;;;;;;2
241;2;;;;;;;;;;;;;;;;;;;;;;;;;;
242;69;7;6;3;1;1;;;;;;;;;;;3;;;;;;;;;;
243;192;14;3;;;;;;;;3;;;;;;;;;2;;;;;;;
244;818;14;8;12;2;7;7;14;5;14;17;15;9;4;10;1;14;7;5;3;5;4;3;6;4;3;11
245;407;6;12;4;8;7;7;12;13;8;8;6;14;4;10;11;19;9;8;6;11;5;6;12;7;4;15
246;284;9;9;9;5;12;4;1;;2;2;;;1;;;1;1;1;1;;2;;1;;2;5
247;1;;;;;;;;;;;;;;;;;;;;;;;;;;
248;123;12;7;5;1;1;2;;;;;;;;;;;;;;;;;;;;2
249;544;12;20;15;5;12;5;5;2;1;4;15;4;;2;;14;3;10;3;2;1;1;7;;2;5
250;236;10;2;5;1;1;;;;;;;;;;;2;;;;;;;;;;2
251;206;18;;;1;;;;;;;;;;;;2;;;;;;;;;;5
252;310;9;9;3;1;1;2;2;5;1;4;2;3;1;1;1;8;2;2;1;2;;;;1;;2
253;201;15;7;8;2;4;3;3;;;;;;;;;;;;;;;;;;;
254;104;5;;6;2;1;;;;;;;;;;;;;;;;;;;;;
255;1;;;;;;;;;;;;;;;;;;;;;;;;;;
256;645;10;3;2;;4;2;6;2;5;3;4;3;2;6;2;16;4;3;2;2;3;2;7;4;2;8
257;284;10;17;5;2;2;1;;3;2;4;1;4;;3;2;1;;;;1;;;;;1;
258;449;9;1;1;5;8;8;4;7;;;5;7;1;;;15;4;2;2;;1;;1;2;3;5
259;794;14;12;18;13;21;20;49;37;33;27;26;24;18;27;18;32;27;16;9;32;19;20;21;20;22;33
260;135;4;4;;1;;;;;;;;;;;;6;;;;;;;;;;1
261;1049;36;18;28;11;26;15;41;46;35;33;25;23;15;28;11;50;29;23;21;23;14;22;12;21;49;52
262;436;1;;3;3;1;6;18;8;9;10;13;10;3;6;3;34;5;7;2;5;6;2;5;2;8;29
263;272;9;6;1;4;;;1;2;1;8;3;3;;1;;3;1;;1;;1;1;1;;4;14
264;804;26;22;12;14;33;16;22;15;34;19;18;17;5;8;3;29;19;15;12;7;5;3;12;1;6;12
265;346;8;5;9;2;5;2;8;6;8;5;5;2;1;6;2;12;8;1;1;3;1;;2;;3;5
266;665;10;11;12;6;17;17;20;34;28;20;18;10;9;23;16;30;26;13;12;13;11;19;14;17;22;39
267;946;23;26;13;10;26;12;22;17;32;28;17;15;13;26;11;41;13;9;9;11;8;20;14;14;14;26
268;343;9;9;11;4;7;;;;;;;;;;;3;;;;;;;;;;
269;1;;;;;;;;;;;;;;;;;;;;;;;;;;
270;930;14;11;31;5;29;21;18;23;32;21;27;30;7;18;11;35;14;22;8;11;13;22;8;4;7;18
271;301;2;3;1;2;2;6;5;2;1;2;1;2;1;7;2;13;2;3;;2;3;3;4;4;2;5
272;459;6;5;11;8;15;9;16;6;15;5;18;16;2;2;2;29;17;16;12;12;5;13;6;;7;18
273;1;;;;;;;;;;;;;;;;;;;;;;;;;;
274;1323;37;25;31;9;23;22;24;32;5;21;22;16;11;23;3;44;29;12;3;5;6;3;3;3;5;22
275;398;;3;1;1;;;2;3;5;2;1;1;1;2;;2;;1;;;2;;;;2;1
276;487;2;3;5;3;11;4;9;6;6;11;8;2;3;4;4;9;;3;;4;2;2;4;;3;19
277;722;12;20;20;12;27;23;19;23;30;24;23;12;4;13;7;24;22;18;15;12;9;20;7;8;19;31
278;806;32;10;13;6;7;7;9;4;12;3;4;7;4;3;2;23;1;5;3;3;1;;;;3;6
279;472;7;8;11;4;19;5;5;10;2;2;19;6;;;;41;17;4;9;8;1;;2;;3;5
280;1;;;;;;;;;;;;;;;;;;;;;;;;;;
281;473;12;6;10;4;6;;4;4;9;4;1;;;;;21;4;2;4;;;;;;;2
282;2;;;;;;;;;;;;;;;;;;;;;;;;;;
283;703;23;26;27;6;9;10;4;4;1;2;13;7;4;3;;45;10;9;9;7;5;5;2;;16;13
284;124;10;11;27;2;2;1;;;;;;;;;;3;;;;;;;;;;
285;275;22;23;10;1;;;;;;;;;;;;3;;;;;;;;;;6
286;70;8;7;4;1;1;1;2;2;2;2;;;;;;;;;;;;;;;;
287;319;10;29;16;8;10;11;10;15;6;9;11;5;2;7;2;23;2;2;2;1;5;2;1;4;6;16
288;279;11;10;8;8;6;2;4;4;3;6;4;3;;;;2;;;;;;;;;;3
289;590;;;6;3;6;5;;2;;2;6;9;3;1;2;29;6;3;4;3;4;6;7;1;6;14
290;1;;;;;;;;;;;;;;;;;;;;;;;;;;
291;1;;;;;;;;;;;;;;;;;;;;;;;;;;
292;519;6;9;16;11;13;10;21;17;27;1;16;8;8;3;2;38;21;9;9;6;5;5;2;6;10;8
293;98;4;6;8;2;1;2;;;2;;;;;;;1;;;;;;;;;;1
294;176;;;;;;;;;;;;;;;;14;1;1;1;1;1;1;;2;2;3
295;409;27;13;8;3;6;9;14;14;8;7;8;3;2;3;1;13;4;5;2;2;3;1;3;;4;11
296;1946;54;24;29;16;43;33;41;41;43;54;46;19;10;28;23;89;36;15;20;19;20;20;25;20;33;28
297;35;;;1;;;;;;;;;;;;;;;;;;;;;;;
298;144;2;2;;;;;;1;;;;;;;;;;;;;;;;;;
299;114;4;1;;;;;;;4;;;;;;2;;;;;;;;;;;
300;241;3;3;1;;;;;;;;;;;;;2;2;2;;;;;;;2;3
301;510;7;2;5;3;2;4;1;5;;1;4;6;;;;31;2;2;2;;1;;1;;5;9
302;1072;41;18;21;6;21;20;19;39;40;64;22;18;13;27;13;37;22;21;17;20;15;21;15;10;25;27
303;1;;;;;;;;;;;;;;;;;;;;;;;;;;
304;528;7;;22;3;5;7;;4;2;2;5;7;5;;2;44;6;9;10;6;5;2;2;;4;2
305;1;;;;;;;;;;;;;;;;;;;;;;;;;;
306;194;4;3;11;3;16;7;7;5;;5;;;;;;;;;;;;;;;;1
307;1;;;;;;;;;;;;;;;;;;;;;;;;;;
308;213;1;4;5;1;;;;2;2;2;;1;;;;5;;;;;1;2;;;2;5
309;133;8;5;20;3;5;;;;;;;;;;;2;;;;;;;;;;1
310;427;8;9;12;2;17;12;10;13;6;7;13;7;5;7;4;21;5;4;5;5;6;4;6;2;4;7
311;43;;;;;;1;;;;;;;;;;;;;;;;;;;;
312;654;12;19;18;7;22;10;18;27;17;6;20;8;3;2;4;22;20;3;4;3;3;2;3;2;3;7
