code_etudiant;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
1073;289.788;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.664;25.5;25.5;25.5;25.5;25.5;29.108;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664
1074;1614.085;20.109;19.453;19.453;19.125;19.125;19.125;19.125;19.125;19.453;19.125;19.125;19.617;19.289;19.125;19.453;19.125;19.125;28.145;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.453;19.125;19.289;19.289
1075;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1076;916.788;19.125;19.453;19.125;19.125;19.125;19.125;19.125;19.125;19.289;19.125;19.289;19.125;19.125;19.125;19.125;19.125;19.125;23.881;19.125;19.125;19.289;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.781
1077;251.186;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1078;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1079;147.681;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;27.632;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1080;477.36400000000003;25.664;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.664;25.992;25.664;25.5;25.5;25.5;25.5;28.616;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1081;1265.6329999999998;20.601;19.453;19.945;19.125;19.125;19.125;19.125;19.125;19.289;19.289;19.453;19.289;19.125;19.125;19.289;19.125;19.125;24.209;19.125;19.125;19.289;19.617;19.125;19.125;19.125;19.125;19.125;19.125;19.125
1082;746.599;25.5;26.156;26.156;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.828;25.992;25.5;25.5;25.5;25.5;25.5;27.96;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1083;390.469;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.5;26.156;25.5;25.5;25.5;25.5;25.5;27.796;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828
1084;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1085;299.09900000000005;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.664;25.828;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1086;1003.234;25.992;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.992;25.5;25.828;25.828;25.5;25.5;25.664;25.5;25.5;26.976;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664
1087;486.713;19.617;19.289;19.125;19.125;19.125;19.125;19.125;19.125;19.289;19.125;19.289;19.453;19.125;19.125;19.125;19.125;19.125;21.421;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
1088;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1089;258.562;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;28.616;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1090;541.557;25.664;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.976;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664
1091;238.00500000000002;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1092;113.799;26.156;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1093;735.327;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;27.96;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1094;1430.879;19.125;19.617;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.289;19.453;19.289;19.125;19.125;19.125;19.125;20.273;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
1095;185.20600000000002;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.992;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1096;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1097;588.179;19.289;19.453;19.125;19.125;19.125;19.125;19.125;19.125;19.289;19.125;19.125;19.453;19.125;19.125;19.125;19.125;19.125;22.405;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
1098;283.719;26.156;25.664;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1099;96.642;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1100;1686.0520000000001;19.289;19.125;21.093;19.125;19.125;19.125;19.125;19.125;20.273;19.289;19.125;19.125;19.125;19.125;19.125;19.125;19.125;29.785;19.125;19.125;19.125;19.125;20.109;19.125;19.125;19.125;19.125;19.125;19.125
1101;372.14900000000006;19.453;19.781;20.273;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
1102;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1103;66.532;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1104;432.731;25.5;25.664;26.484;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;27.468;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1105;671.825;26.156;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;26.484;25.5;25.5;25.5;25.5;25.5;27.96;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.828
1106;91.219;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1107;64.915;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1108;631.8489999999999;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1109;27.81;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1110;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1111;1375.862;25.5;25.5;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;27.96;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1112;49.925000000000004;25.664;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1113;1968.074;25.5;25.5;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.992;25.664;25.5;25.5;25.5;25.5;26.976;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1114;508.494;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1115;191.04100000000003;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1116;478.817;26.32;26.156;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;27.304;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1117;416.84900000000005;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;27.304;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1118;2750.0980000000004;25.992;26.156;25.664;25.5;25.5;25.5;25.5;25.5;25.992;25.5;25.664;25.5;25.828;25.5;25.5;25.5;25.5;27.796;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1119;25.664;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1120;2926.151;19.617;19.289;19.617;19.125;19.125;19.125;19.125;19.125;20.601;19.617;20.601;19.453;20.273;19.617;20.273;19.125;19.125;22.241;19.125;19.125;19.781;21.257;19.453;19.125;19.125;19.453;19.125;20.929;20.437
1121;506.472;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;29.436;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828
1122;233.69;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;26.156;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;26.484;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1123;258.94800000000004;26.32;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1124;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1125;25.828;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1126;437.568;25.992;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.156;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1127;136.619;25.664;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1128;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
1129;454.795;25.664;25.664;26.156;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.828;25.828;25.828;25.5;25.5;25.5;25.5;27.304;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1130;193.33300000000003;27.304;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;27.96;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1131;492.757;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1132;255.68;25.992;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1133;801.184;25.992;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;31.732;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1134;592.981;25.828;25.5;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1135;292.098;25.5;25.5;26.32;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;26.156;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1136;1848.8919999999998;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;30.584;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828
1137;1491.386;25.664;25.664;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.992;25.5;25.5;25.5;25.5;25.5;31.240000000000002;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1138;1916.837;26.32;26.648;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.664;25.828;25.828;25.5;25.664;25.5;25.5;32.88;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828
1139;310.764;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;27.468;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1140;919.9680000000001;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;26.32;25.5;25.5;25.5;25.5;45.672;25.5;25.5;25.664;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1141;1228.871;25.828;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;31.240000000000002;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1142;812.6840000000001;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;26.812;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1143;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1144;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1145;332.644;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;27.468;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1146;189.55300000000003;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1147;104.62100000000001;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1148;551.48;25.5;25.5;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;28.124;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1149;936.2090000000001;25.5;25.664;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.664;25.5;25.5;25.5;25.5;26.976;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1150;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1151;179.599;25.992;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1152;1746.0900000000001;25.664;25.828;26.32;25.5;25.5;25.5;25.5;25.5;25.992;25.664;25.664;25.828;25.992;26.648;25.992;25.664;25.5;33.536;25.5;25.5;25.828;26.812;25.5;25.5;25.5;25.992;26.156;25.664;26.32
1153;1735.7160000000001;25.992;25.992;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.156;25.992;25.5;25.5;25.5;25.5;28.451999999999998;25.5;25.5;25.664;26.156;25.5;25.5;25.5;25.5;25.5;25.5;25.828
1154;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1155;65.50200000000001;26.648;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1156;474.82800000000003;25.664;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.484;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1157;1433.473;25.5;25.664;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.664;25.828;25.5;25.5;25.5;25.5;25.5;26.976;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5
1158;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1159;119.45599999999999;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1160;189.47899999999998;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1161;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1162;711.093;25.5;25.5;26.32;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.664;25.828;25.5;25.664;25.5;25.5;26.812;25.5;25.5;25.664;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.664
1163;1426.2250000000001;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;27.796;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1164;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1165;566.245;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;27.468;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1166;1216.3410000000001;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.664;25.5;25.5;25.5;25.5;25.5;31.732;25.5;25.5;25.828;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1167;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1168;303.33500000000004;25.5;25.664;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.32;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1169;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1170;26.484;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1171;1218.625;25.5;25.664;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.664;25.5;25.5;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5
1172;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1173;294.928;19.289;19.289;19.453;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.289;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
1174;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1175;1396.555;25.664;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.664;25.5;25.5;25.5;25.5;25.5;29.928;25.5;25.5;26.156;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1176;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1177;278.06100000000004;25.5;25.5;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1178;1601.703;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.32;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1179;1085.0570000000002;26.648;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.992;25.992;25.828;25.992;26.156;25.992;25.664;25.5;31.404;25.5;25.5;25.664;28.124;25.5;25.5;25.5;25.664;25.664;27.304;26.484
1180;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1181;25.992;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1182;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
1183;75.928;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
