code_etudiant;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
644;730.441;19.289;19.453;19.617;19.125;19.125;19.125;19.125;19.125;19.289;19.125;19.125;19.945;19.453;19.125;19.453;19.289;19.125;20.765;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.945
645;85.491;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.32;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
646;373.10200000000003;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;28.616;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
647;139.422;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
648;599.6949999999999;25.992;25.5;26.976;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;30.256;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
649;57.298;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
650;421.039;25.5;25.5;25.992;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.664;25.992;25.828;25.5;25.828;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
651;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
652;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
653;476.106;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.828;25.5;25.5;25.5;25.5;25.5;26.648;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
654;1054.011;25.664;25.5;26.32;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;26.156;26.156;25.5;25.5;25.5;25.5;27.468;25.5;25.5;25.5;25.664;25.664;25.5;25.5;25.5;25.5;25.5;25.5
655;91.411;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
656;172.192;19.945;19.617;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.453;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
657;442.585;25.5;25.828;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;27.304;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;26.648;25.5
658;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
659;506.4320000000001;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;29.6;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664
660;127.717;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
661;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
662;699.624;25.5;25.828;25.828;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.664;25.828;25.664;25.5;25.5;25.5;25.5;28.288;25.5;25.5;25.664;26.648;25.5;25.5;25.5;25.5;25.5;25.5;25.5
663;62.263;25.664;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
665;723.848;25.664;25.664;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.828;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
666;360.71000000000004;25.5;25.664;25.992;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.664;25.664;25.828;25.5;25.5;25.5;25.5;29.764;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664
667;323.751;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;27.304;25.5;25.5;25.664;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5
668;71.729;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
669;2912.17;19.453;19.289;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.289;19.125;19.125;19.125;19.125;20.601;19.125;19.125;19.289;20.109;19.125;19.125;19.125;19.125;19.125;19.289;19.617
670;605.0550000000001;25.992;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.664;25.664;25.5;25.5;25.5;25.5;25.5;28.451999999999998;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
671;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
672;119.84100000000001;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
673;862.654;21.913;20.273;21.093;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
674;33.114000000000004;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
675;108.79000000000002;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
676;112.27800000000002;19.453;19.617;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;20.437;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
677;980.492;19.125;19.289;19.945;19.125;19.125;19.125;19.125;19.125;19.289;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;21.913;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
678;188.409;25.992;26.156;26.32;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5
679;41.89;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
680;180.529;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;28.124;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
681;139.67700000000002;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
682;120.69;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.484;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
683;19.617;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
684;396.266;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.828;25.828;25.664;25.664;25.5;25.5;26.484;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.992
685;229.708;26.32;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.828;25.5;25.5;25.5;26.648;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
686;210.16;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
687;194.577;25.828;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
688;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
689;1437.045;25.992;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.828;25.5;25.5;25.5;25.5;26.648;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5
690;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
691;1013.3380000000002;26.32;25.828;25.828;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.5;26.648;25.5;25.5;25.5;25.5;25.5;31.404;25.5;25.5;25.664;26.648;25.5;25.5;25.5;25.5;25.5;26.484;26.156
692;254.53000000000003;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
693;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
694;634.0;19.125;19.289;19.289;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;20.765;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.289
695;311.375;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;27.468;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
696;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
697;120.179;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
698;28.808;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
699;199.70300000000003;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;27.14;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
700;257.773;25.664;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
701;43.16;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;26.812;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664
702;738.5630000000001;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.828;25.828;25.5;25.664;25.5;25.5;26.484;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664
703;1168.217;25.5;25.664;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.828;25.664;25.5;25.5;25.5;25.5;31.240000000000002;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
704;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
705;331.743;25.992;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
706;104.49700000000001;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
707;139.798;26.648;25.664;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
708;2502.0389999999998;25.664;25.828;26.156;25.5;25.5;25.5;25.5;25.5;25.828;27.14;25.828;25.828;25.828;25.5;25.664;25.5;25.5;44.852000000000004;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.664
709;976.898;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.289;19.125;19.125;19.453;19.453;19.125;19.125;19.125;19.125;20.601;19.125;19.125;19.289;19.617;19.125;19.125;19.125;19.125;19.125;19.289;19.617
710;767.673;25.5;25.828;26.648;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.156;25.992;25.5;25.5;25.5;25.5;30.256;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
711;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
712;639.3340000000001;26.648;25.828;26.484;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.992;25.5;25.5;25.5;25.5;27.632;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664
713;501.702;19.945;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;21.093;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.289;19.125
714;151.06799999999998;25.664;25.5;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
715;79.70700000000001;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
716;43.545;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
717;1728.4189999999999;21.421;19.781;19.125;19.125;19.125;19.125;19.125;19.125;19.453;19.125;19.289;19.453;19.453;19.125;19.617;19.125;19.125;22.241;19.125;19.125;19.125;19.945;19.125;19.125;19.125;19.125;19.125;19.289;19.289
718;795.304;19.289;19.617;19.617;19.125;19.125;19.125;19.125;19.125;19.289;19.125;19.125;19.453;19.453;19.125;19.289;19.125;19.125;21.749;19.125;19.125;19.289;19.617;19.125;19.125;19.125;19.125;19.125;19.617;19.125
719;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
720;373.144;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.812;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
721;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
722;483.94899999999996;19.125;19.289;19.289;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;22.733;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
723;276.73199999999997;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.648;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
724;1913.3950000000002;19.125;19.125;19.781;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.289;19.125;23.225;19.125;19.453;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.453;19.453
725;527.0880000000001;26.648;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.828;26.32;25.5;25.5;25.5;27.14;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;26.484;25.5
726;3954.5559999999996;21.585;19.781;20.437;19.125;19.125;19.125;19.125;19.125;19.453;19.289;19.453;19.781;19.453;19.125;19.945;19.125;19.125;20.109;19.125;19.125;19.453;19.125;19.453;19.125;19.125;19.125;19.125;19.125;20.273
727;533.905;27.304;26.156;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
728;591.392;19.125;19.289;19.453;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;22.241;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.453;19.125
729;424.70799999999997;20.109;19.453;20.437;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.453;19.289;19.453;19.125;19.125;22.569;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
730;1193.618;25.828;25.828;25.992;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.828;25.828;25.5;25.5;25.5;25.5;27.304;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
731;1486.493;26.812;26.156;25.992;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.664;25.5;25.992;26.32;25.5;25.5;25.5;29.272;25.5;25.5;25.664;26.156;25.5;25.5;25.5;25.5;25.5;25.5;25.5
732;1263.797;27.468;26.156;28.124;25.5;25.5;25.5;25.5;25.5;25.828;25.664;25.5;26.156;25.5;25.5;26.32;25.5;25.5;41.08;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.992;26.156
733;1594.067;25.992;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;29.272;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
734;1172.373;20.273;19.453;20.273;19.125;19.125;19.125;19.125;19.125;19.617;19.125;19.125;19.617;19.125;19.125;19.125;19.125;19.125;27.981;19.125;19.125;19.125;19.289;19.125;19.125;19.125;19.289;19.125;19.453;19.781
735;478.288;26.648;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
736;202.00400000000002;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.648;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
737;464.355;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
738;910.215;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;27.14;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5
739;593.144;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828;26.156;25.664;25.5;25.5;25.5;25.5;27.632;25.5;25.5;25.664;26.976;25.5;25.5;25.5;25.5;25.5;25.5;25.5
740;835.396;26.156;25.664;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;27.304;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.828
741;1002.8030000000001;26.484;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.828;25.5;25.664;25.5;25.992;26.32;25.5;25.5;25.5;26.648;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
742;673.034;19.453;19.289;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;23.717;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
743;51.44800000000001;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
744;454.40200000000004;27.304;25.664;25.992;25.5;25.5;25.5;25.5;25.5;25.828;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
745;80.672;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
746;336.062;25.664;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
747;13298.384999999998;26.648;25.992;26.32;25.5;25.5;25.5;25.5;25.5;26.648;25.5;26.32;25.828;25.5;25.5;25.5;25.5;25.5;37.964;25.5;25.664;25.664;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.664
748;778.7710000000001;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.5;25.5;25.5;27.468;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
749;854.2120000000001;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;21.421;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
750;80.768;19.289;19.617;19.289;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.289;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125
751;130.388;26.156;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.32;25.5;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5
752;422.19900000000007;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.156;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.992
753;2238.61;19.125;19.617;19.125;19.125;19.125;19.125;19.125;19.125;19.289;19.125;19.289;19.289;19.289;19.125;19.289;19.125;19.125;23.553;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.125;19.289
754;577.8530000000001;25.5;25.5;25.828;25.5;25.5;25.5;25.5;25.5;25.5;25.5;26.648;25.828;25.992;25.5;25.828;25.5;25.5;29.108;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
755;305.084;25.5;25.5;25.664;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.664;25.828;25.5;25.5;25.5;25.5;25.5;27.796;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5;25.5
