code_etudiant,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,result,type
1,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Fail,app
2,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Moyen,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
3,Mediocre,Moyen,Moyen,Moyen,Moyen,Mediocre,Moyen,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Fail,test
4,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,test
5,Moyen,Moyen,Mediocre,Moyen,Moyen,Moyen,Mediocre,Mediocre,Moyen,Moyen,Moyen,Mediocre,TBien,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,TBien,Pass,test
6,TBien,TBien,Moyen,TBien,Moyen,TBien,Moyen,TBien,Moyen,Moyen,Mediocre,Moyen,Moyen,Moyen,Moyen,TBien,Moyen,Moyen,TBien,TBien,Moyen,TBien,Moyen,Moyen,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,Pass,app
7,Mediocre,Mediocre,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Mediocre,Moyen,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Fail,app
8,Moyen,TBien,Moyen,Moyen,Moyen,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,TBien,TBien,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Fail,app
9,TBien,TBien,TBien,TBien,Moyen,Mediocre,Moyen,Moyen,Moyen,TBien,TBien,Moyen,TBien,TBien,Moyen,Mediocre,Moyen,Moyen,Moyen,Mediocre,Moyen,Mediocre,Mediocre,TBien,Moyen,Moyen,Moyen,Mediocre,Mediocre,Moyen,Pass,app
10,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Faible,Mediocre,Faible,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Fail,app
11,Faible,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
12,TBien,Mediocre,Mediocre,Moyen,Moyen,Moyen,Mediocre,Moyen,Moyen,Moyen,TBien,Moyen,Moyen,TBien,TBien,TBien,Mediocre,Mediocre,Moyen,TBien,TBien,Moyen,TBien,Moyen,TBien,Mediocre,TBien,Moyen,Mediocre,TBien,Pass,test
13,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Fail,test
14,Moyen,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,TBien,Moyen,TBien,TBien,TBien,TBien,TBien,TBien,TBien,Moyen,TBien,TBien,TBien,TBien,TBien,TBien,TBien,Moyen,TBien,TBien,TBien,TBien,Pass,app
15,Mediocre,Faible,Faible,Faible,Faible,Faible,Mediocre,Faible,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
16,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
17,Moyen,Moyen,TBien,TBien,Moyen,TBien,Moyen,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,Moyen,Moyen,TBien,TBien,TBien,TBien,TBien,TBien,Moyen,TBien,TBien,TBien,TBien,Pass,app
18,Faible,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
19,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
20,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
21,Moyen,TBien,TBien,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,TBien,Moyen,TBien,Moyen,TBien,Moyen,Mediocre,TBien,Moyen,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,TBien,Pass,app
22,Moyen,Moyen,Moyen,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Moyen,Mediocre,Moyen,Moyen,Moyen,Mediocre,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Moyen,Moyen,Pass,app
23,Moyen,TBien,TBien,TBien,Moyen,TBien,Mediocre,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,Mediocre,TBien,TBien,TBien,TBien,Moyen,TBien,TBien,Mediocre,Moyen,Moyen,TBien,TBien,Pass,app
24,Mediocre,Moyen,Moyen,Mediocre,TBien,Moyen,TBien,Moyen,Moyen,Moyen,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,TBien,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,TBien,Moyen,Moyen,Moyen,TBien,Pass,app
25,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Pass,test
26,Moyen,Moyen,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Moyen,TBien,Mediocre,Mediocre,Moyen,TBien,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Moyen,Mediocre,Mediocre,TBien,Pass,app
27,TBien,Mediocre,Mediocre,Moyen,Moyen,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Moyen,Mediocre,Moyen,Mediocre,Moyen,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Pass,app
28,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Fail,app
29,TBien,Mediocre,Moyen,TBien,Moyen,TBien,Moyen,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,Moyen,TBien,TBien,TBien,TBien,TBien,TBien,TBien,Moyen,TBien,TBien,TBien,TBien,Pass,app
30,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
31,TBien,TBien,Moyen,TBien,Moyen,TBien,Mediocre,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,Moyen,Moyen,Mediocre,TBien,TBien,TBien,TBien,TBien,TBien,TBien,Mediocre,TBien,TBien,TBien,TBien,Pass,app
32,Moyen,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Pass,app
33,Mediocre,TBien,Moyen,Mediocre,Faible,Mediocre,Moyen,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
34,Mediocre,Moyen,Mediocre,Moyen,Moyen,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
35,Mediocre,Moyen,Moyen,Mediocre,Moyen,Moyen,Mediocre,Moyen,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Fail,app
36,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
37,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Fail,app
38,Moyen,TBien,Moyen,Moyen,Moyen,Moyen,Mediocre,Moyen,TBien,TBien,TBien,TBien,TBien,TBien,Moyen,TBien,TBien,Mediocre,Moyen,TBien,TBien,TBien,TBien,Moyen,Mediocre,Mediocre,TBien,Moyen,TBien,TBien,Pass,app
39,Faible,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
40,Mediocre,Mediocre,Mediocre,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,test
41,Moyen,Mediocre,Mediocre,Moyen,Moyen,Moyen,Moyen,TBien,Moyen,Moyen,TBien,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,TBien,Moyen,Moyen,Moyen,Moyen,Moyen,Mediocre,Mediocre,Moyen,Moyen,Pass,app
42,Mediocre,Moyen,Moyen,Mediocre,Moyen,Mediocre,TBien,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Moyen,Mediocre,Moyen,TBien,Mediocre,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,TBien,Moyen,Moyen,Moyen,Moyen,Fail,app
43,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Fail,app
44,Moyen,Moyen,Moyen,Mediocre,TBien,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Pass,app
45,Faible,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
46,Mediocre,Mediocre,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
47,Mediocre,TBien,TBien,Moyen,TBien,Moyen,Moyen,Moyen,Moyen,Mediocre,TBien,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
48,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Fail,app
49,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Moyen,Pass,app
50,Moyen,Moyen,Moyen,Moyen,Moyen,TBien,Moyen,TBien,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Moyen,Moyen,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Mediocre,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,TBien,Pass,app
51,Moyen,Moyen,Moyen,TBien,Moyen,TBien,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,TBien,Mediocre,Moyen,Moyen,Mediocre,Mediocre,Moyen,TBien,TBien,Moyen,TBien,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Fail,app
52,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
53,Moyen,Moyen,Moyen,TBien,Moyen,Moyen,TBien,TBien,TBien,TBien,TBien,Moyen,TBien,TBien,TBien,TBien,TBien,TBien,Moyen,TBien,TBien,TBien,Moyen,TBien,TBien,TBien,Moyen,TBien,TBien,TBien,Pass,app
54,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Pass,app
55,Moyen,Moyen,Mediocre,Moyen,TBien,Moyen,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Moyen,Moyen,Moyen,Mediocre,Mediocre,Moyen,Moyen,Mediocre,Moyen,Moyen,Mediocre,Moyen,TBien,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Pass,test
56,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
57,TBien,Moyen,TBien,TBien,Moyen,Moyen,TBien,TBien,Moyen,Moyen,Moyen,TBien,Moyen,TBien,Moyen,TBien,Moyen,TBien,Moyen,Moyen,TBien,TBien,Moyen,TBien,Moyen,TBien,TBien,TBien,TBien,TBien,Pass,app
58,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Moyen,Mediocre,Moyen,Moyen,Moyen,TBien,TBien,Moyen,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,TBien,Moyen,Mediocre,Moyen,TBien,Moyen,TBien,Pass,app
59,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Moyen,Moyen,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Pass,app
60,Moyen,Moyen,TBien,Moyen,Moyen,Moyen,Mediocre,TBien,Moyen,TBien,TBien,TBien,Moyen,Moyen,Moyen,TBien,TBien,Mediocre,Moyen,Moyen,TBien,Mediocre,Moyen,Moyen,TBien,Mediocre,Moyen,TBien,TBien,TBien,Pass,test
61,Mediocre,Mediocre,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,TBien,TBien,Moyen,TBien,Moyen,Mediocre,Mediocre,Moyen,TBien,Moyen,TBien,TBien,Mediocre,TBien,TBien,Moyen,Mediocre,Mediocre,Moyen,Moyen,Pass,app
62,TBien,TBien,TBien,TBien,Moyen,TBien,Mediocre,TBien,TBien,Moyen,TBien,Moyen,Moyen,Moyen,TBien,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Pass,app
63,Mediocre,Moyen,Moyen,Mediocre,Moyen,Moyen,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
64,Moyen,TBien,Moyen,Moyen,Moyen,Moyen,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,TBien,Moyen,Moyen,Mediocre,Mediocre,Moyen,Moyen,Moyen,Mediocre,Mediocre,Pass,app
65,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
66,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Moyen,Mediocre,Mediocre,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Pass,app
67,TBien,Moyen,Moyen,TBien,TBien,TBien,Moyen,TBien,TBien,TBien,Moyen,Moyen,Moyen,TBien,Moyen,TBien,TBien,Moyen,Moyen,TBien,TBien,TBien,Moyen,TBien,TBien,Moyen,TBien,TBien,TBien,TBien,Pass,app
68,TBien,TBien,TBien,TBien,Moyen,TBien,Moyen,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,Moyen,TBien,TBien,TBien,TBien,TBien,TBien,TBien,Moyen,TBien,TBien,TBien,TBien,Pass,app
69,Moyen,Moyen,Moyen,Moyen,Moyen,Mediocre,Moyen,Moyen,Moyen,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,Mediocre,Moyen,Mediocre,Moyen,Moyen,Mediocre,Mediocre,Moyen,Pass,app
70,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,test
71,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Pass,app
72,Mediocre,TBien,TBien,Moyen,Moyen,Moyen,TBien,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,TBien,TBien,TBien,Moyen,Moyen,Moyen,Moyen,Moyen,TBien,Moyen,Moyen,Moyen,TBien,Fail,test
73,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Moyen,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
74,TBien,Moyen,Moyen,TBien,Moyen,TBien,Moyen,Moyen,Moyen,Moyen,TBien,Moyen,Moyen,TBien,Moyen,Moyen,Moyen,Moyen,TBien,Moyen,Moyen,Moyen,TBien,Moyen,TBien,Moyen,Moyen,Moyen,TBien,Moyen,Pass,app
75,Moyen,Mediocre,Mediocre,Moyen,Moyen,Moyen,Mediocre,Moyen,Moyen,Mediocre,Moyen,Mediocre,Moyen,Moyen,Moyen,Moyen,Mediocre,Mediocre,TBien,TBien,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Pass,app
76,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Moyen,Mediocre,Faible,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
77,Mediocre,Mediocre,Moyen,Moyen,Moyen,Moyen,Mediocre,Moyen,Moyen,Moyen,TBien,Moyen,TBien,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Fail,app
78,Moyen,Mediocre,Moyen,Moyen,Moyen,Mediocre,Moyen,Moyen,Moyen,Mediocre,Mediocre,Moyen,Moyen,Mediocre,Moyen,Moyen,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Moyen,Mediocre,Moyen,Mediocre,Moyen,Moyen,Mediocre,Mediocre,Moyen,Pass,app
79,Mediocre,Mediocre,Mediocre,Mediocre,Faible,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,Mediocre,Mediocre,Mediocre,Dropout,app
80,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,TBien,Mediocre,TBien,Moyen,TBien,Moyen,Moyen,TBien,Moyen,Moyen,TBien,TBien,TBien,TBien,TBien,TBien,Moyen,TBien,TBien,Moyen,TBien,Pass,app
81,Mediocre,Mediocre,Mediocre,Mediocre,Moyen,Mediocre,TBien,Moyen,Moyen,Mediocre,Mediocre,Mediocre,Moyen,Moyen,Moyen,TBien,Moyen,TBien,Mediocre,Mediocre,Moyen,Moyen,Moyen,Moyen,Moyen,TBien,Moyen,Moyen,Moyen,Mediocre,Dropout,app
82,Moyen,TBien,TBien,TBien,TBien,TBien,TBien,Moyen,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,TBien,Moyen,TBien,TBien,TBien,Pass,app
